=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.01.23 11:33:07 =~=~=~=~=~=~=~=~=~=~=~=,,,,,
IR,Red,(approx. 2 minutes of readings),,,"(test data only, data filtering/amplification may need tweaking)"
67635,72790,,,,
67624,72778,,,,
67624,72780,,,,
67613,72778,,,,
67616,72796,,,,
67613,72812,,,,
67607,72814,,,,
67634,72829,,,,
67623,72842,,,,
67643,72821,,,,
67631,72805,,,,
67628,72816,,,,
67636,72813,,,,
67645,72811,,,,
67644,72808,,,,
67642,72816,,,,
67653,72800,,,,
67634,72804,,,,
67616,72804,,,,
67623,72811,,,,
67644,72806,,,,
67638,72809,,,,
67644,72820,,,,
67629,72840,,,,
67620,72839,,,,
67645,72833,,,,
67633,72831,,,,
67636,72858,,,,
67626,72843,,,,
67623,72863,,,,
67650,72870,,,,
67665,72837,,,,
67651,72824,,,,
67651,72844,,,,
67631,72846,,,,
67647,72834,,,,
67653,72848,,,,
67641,72845,,,,
67661,72838,,,,
67648,72841,,,,
67650,72843,,,,
67650,72852,,,,
67649,72823,,,,
67656,72842,,,,
67656,72847,,,,
67652,72849,,,,
67641,72873,,,,
67643,72851,,,,
67618,72850,,,,
67646,72883,,,,
67656,72863,,,,
67641,72876,,,,
67657,72880,,,,
67645,72891,,,,
67652,72862,,,,
67672,72864,,,,
67681,72867,,,,
67659,72871,,,,
67675,72856,,,,
67657,72871,,,,
67663,72875,,,,
67649,72864,,,,
67657,72853,,,,
67651,72880,,,,
67652,72861,,,,
67651,72877,,,,
67659,72858,,,,
67641,72877,,,,
67650,72881,,,,
67642,72904,,,,
67634,72891,,,,
67670,72898,,,,
67648,72901,,,,
67669,72904,,,,
67670,72881,,,,
67676,72882,,,,
67664,72894,,,,
67678,72870,,,,
67690,72898,,,,
67688,72895,,,,
67658,72889,,,,
67654,72920,,,,
67665,72901,,,,
67660,72891,,,,
67657,72884,,,,
67662,72897,,,,
67661,72880,,,,
67662,72890,,,,
67656,72890,,,,
67666,72886,,,,
67661,72900,,,,
67651,72917,,,,
67669,72940,,,,
67679,72934,,,,
67660,72925,,,,
67673,72917,,,,
67676,72911,,,,
67669,72931,,,,
67669,72926,,,,
67698,72906,,,,
67700,72909,,,,
67677,72917,,,,
67687,72930,,,,
67660,72925,,,,
67669,72937,,,,
67675,72916,,,,
67672,72916,,,,
67671,72911,,,,
67673,72911,,,,
67668,72934,,,,
67664,72932,,,,
67675,72930,,,,
67660,72922,,,,
67673,72942,,,,
67658,72946,,,,
67686,72955,,,,
67676,72943,,,,
67664,72946,,,,
67685,72936,,,,
67692,72939,,,,
67705,72931,,,,
67686,72936,,,,
67696,72938,,,,
67668,72928,,,,
67676,72921,,,,
67664,72923,,,,
67668,72928,,,,
67680,72949,,,,
67692,72917,,,,
67696,72928,,,,
67686,72927,,,,
67677,72926,,,,
67672,72940,,,,
67688,72931,,,,
67674,72939,,,,
67673,72966,,,,
67654,72968,,,,
67664,72944,,,,
67672,72952,,,,
67687,72969,,,,
67678,72958,,,,
67664,72966,,,,
67686,72976,,,,
67702,72947,,,,
67703,72970,,,,
67698,72962,,,,
67698,72959,,,,
67687,72978,,,,
67668,72937,,,,
67678,72937,,,,
67657,72950,,,,
67668,72938,,,,
67682,72931,,,,
67679,72932,,,,
67654,72949,,,,
67673,72941,,,,
67679,72934,,,,
67662,72927,,,,
67665,72937,,,,
67652,72939,,,,
67654,72914,,,,
67664,72915,,,,
67676,72911,,,,
67668,72895,,,,
67660,72876,,,,
67666,72858,,,,
67663,72861,,,,
67657,72852,,,,
67628,72845,,,,
67634,72832,,,,
67632,72806,,,,
67619,72813,,,,
67611,72764,,,,
67620,72786,,,,
67605,72757,,,,
67603,72776,,,,
67594,72763,,,,
67589,72749,,,,
67583,72749,,,,
67564,72741,,,,
67564,72736,,,,
67555,72723,,,,
67599,72731,,,,
67594,72717,,,,
67581,72701,,,,
67596,72706,,,,
67591,72703,,,,
67585,72698,,,,
67584,72688,,,,
67574,72683,,,,
67568,72678,,,,
67562,72667,,,,
67568,72673,,,,
67576,72671,,,,
67556,72654,,,,
67563,72664,,,,
67579,72669,,,,
67583,72673,,,,
67563,72663,,,,
67561,72681,,,,
67563,72684,,,,
67550,72707,,,,
67570,72681,,,,
67566,72708,,,,
67576,72669,,,,
67596,72677,,,,
67585,72656,,,,
67583,72662,,,,
67565,72680,,,,
67590,72675,,,,
67571,72658,,,,
67537,72684,,,,
67579,72666,,,,
67561,72678,,,,
67569,72667,,,,
67561,72669,,,,
67559,72657,,,,
67574,72664,,,,
67568,72667,,,,
67573,72688,,,,
67566,72669,,,,
67566,72689,,,,
67585,72679,,,,
67565,72713,,,,
67572,72683,,,,
67587,72707,,,,
67578,72690,,,,
67583,72683,,,,
67575,72679,,,,
67584,72685,,,,
67576,72662,,,,
67577,72682,,,,
67575,72676,,,,
67569,72692,,,,
67571,72679,,,,
67568,72675,,,,
67561,72680,,,,
67551,72675,,,,
67573,72664,,,,
67574,72670,,,,
67554,72675,,,,
67553,72694,,,,
67553,72694,,,,
67565,72683,,,,
67541,72675,,,,
67579,72693,,,,
67581,72690,,,,
67599,72722,,,,
67566,72703,,,,
67574,72712,,,,
67590,72691,,,,
67591,72697,,,,
67588,72698,,,,
67561,72711,,,,
67583,72698,,,,
67563,72694,,,,
67576,72701,,,,
67582,72702,,,,
67566,72695,,,,
67568,72695,,,,
67574,72697,,,,
67562,72699,,,,
67569,72701,,,,
67567,72715,,,,
67568,72696,,,,
67571,72736,,,,
67588,72730,,,,
67552,72722,,,,
67566,72722,,,,
67572,72739,,,,
67585,72720,,,,
67598,72718,,,,
67582,72724,,,,
67596,72731,,,,
67570,72719,,,,
67572,72720,,,,
67577,72698,,,,
67566,72743,,,,
67584,72704,,,,
67585,72714,,,,
67586,72713,,,,
67574,72711,,,,
67582,72700,,,,
67565,72697,,,,
67580,72707,,,,
67583,72747,,,,
67570,72732,,,,
67580,72726,,,,
67559,72754,,,,
67591,72758,,,,
67587,72751,,,,
67588,72742,,,,
67567,72753,,,,
67581,72733,,,,
67609,72741,,,,
67599,72734,,,,
67599,72743,,,,
67597,72734,,,,
67593,72734,,,,
67583,72750,,,,
67585,72737,,,,
67572,72735,,,,
67578,72726,,,,
67590,72738,,,,
67584,72721,,,,
67574,72760,,,,
67583,72715,,,,
67585,72761,,,,
67580,72750,,,,
67584,72760,,,,
67586,72758,,,,
67567,72773,,,,
67599,72780,,,,
67594,72758,,,,
67617,72772,,,,
67614,72765,,,,
67615,72745,,,,
67600,72745,,,,
67621,72759,,,,
67604,72766,,,,
67601,72757,,,,
67597,72768,,,,
67580,72737,,,,
67590,72755,,,,
67605,72773,,,,
67589,72785,,,,
67604,72774,,,,
67601,72779,,,,
67580,72769,,,,
67585,72789,,,,
67593,72794,,,,
67612,72785,,,,
67583,72794,,,,
67604,72798,,,,
67607,72807,,,,
67600,72790,,,,
67631,72784,,,,
67603,72790,,,,
67634,72786,,,,
67606,72799,,,,
67605,72788,,,,
67611,72787,,,,
67600,72801,,,,
67613,72801,,,,
67608,72792,,,,
67604,72795,,,,
67606,72788,,,,
67613,72791,,,,
67585,72789,,,,
67607,72823,,,,
67606,72830,,,,
67602,72827,,,,
67592,72827,,,,
67621,72842,,,,
67605,72850,,,,
67647,72836,,,,
67622,72850,,,,
67622,72829,,,,
67624,72808,,,,
67639,72822,,,,
67628,72819,,,,
67626,72845,,,,
67625,72810,,,,
67607,72830,,,,
67612,72811,,,,
67609,72830,,,,
67629,72818,,,,
67626,72819,,,,
67605,72828,,,,
67616,72823,,,,
67622,72836,,,,
67603,72849,,,,
67623,72870,,,,
67635,72859,,,,
67636,72857,,,,
67634,72840,,,,
67656,72864,,,,
67632,72857,,,,
67641,72859,,,,
67635,72830,,,,
67630,72838,,,,
67610,72842,,,,
67628,72840,,,,
67624,72839,,,,
67612,72837,,,,
67631,72846,,,,
67629,72854,,,,
67631,72841,,,,
67636,72857,,,,
67610,72850,,,,
67638,72860,,,,
67620,72870,,,,
67622,72857,,,,
67629,72882,,,,
67634,72880,,,,
67614,72869,,,,
67650,72886,,,,
67645,72845,,,,
67645,72860,,,,
67655,72872,,,,
67639,72876,,,,
67627,72870,,,,
67636,72879,,,,
67629,72860,,,,
67647,72869,,,,
67628,72892,,,,
67620,72875,,,,
67645,72874,,,,
67630,72871,,,,
67609,72899,,,,
67628,72885,,,,
67622,72890,,,,
67620,72884,,,,
67617,72895,,,,
67631,72899,,,,
67636,72900,,,,
67636,72902,,,,
67640,72898,,,,
67637,72890,,,,
67645,72877,,,,
67647,72889,,,,
67648,72898,,,,
67645,72900,,,,
67634,72885,,,,
67636,72915,,,,
67629,72899,,,,
67642,72878,,,,
67645,72872,,,,
67659,72870,,,,
67625,72905,,,,
67621,72904,,,,
67628,72912,,,,
67627,72929,,,,
67632,72917,,,,
67629,72916,,,,
67632,72935,,,,
67637,72926,,,,
67635,72930,,,,
67643,72921,,,,
67649,72933,,,,
67657,72939,,,,
67661,72903,,,,
67661,72911,,,,
67661,72926,,,,
67658,72929,,,,
67665,72910,,,,
67648,72944,,,,
67643,72922,,,,
67655,72925,,,,
67653,72924,,,,
67642,72925,,,,
67664,72934,,,,
67642,72915,,,,
67661,72933,,,,
67643,72934,,,,
67648,72941,,,,
67639,72946,,,,
67641,72960,,,,
67656,72962,,,,
67659,72935,,,,
67649,72966,,,,
67662,72954,,,,
67670,72942,,,,
67665,72947,,,,
67673,72953,,,,
67666,72953,,,,
67672,72948,,,,
67633,72943,,,,
67674,72941,,,,
67642,72941,,,,
67643,72931,,,,
67644,72944,,,,
67653,72928,,,,
67663,72954,,,,
67650,72926,,,,
67660,72960,,,,
67648,72973,,,,
67648,72963,,,,
67658,72975,,,,
67668,72965,,,,
67661,72957,,,,
67668,72950,,,,
67674,72961,,,,
67674,72947,,,,
67679,72956,,,,
67663,72970,,,,
67681,72945,,,,
67654,72943,,,,
67660,72954,,,,
67657,72952,,,,
67652,72978,,,,
67663,72959,,,,
67665,72962,,,,
67660,72955,,,,
67666,72972,,,,
67666,72977,,,,
67666,72958,,,,
67656,72971,,,,
67649,72965,,,,
67671,72962,,,,
67654,72968,,,,
67652,72972,,,,
67668,72978,,,,
67658,72990,,,,
67653,72948,,,,
67675,72959,,,,
67678,72957,,,,
67667,72933,,,,
67647,72962,,,,
67668,72949,,,,
67664,72954,,,,
67652,72927,,,,
67638,72934,,,,
67649,72920,,,,
67636,72903,,,,
67636,72908,,,,
67623,72889,,,,
67628,72904,,,,
67613,72888,,,,
67625,72904,,,,
67613,72886,,,,
67619,72875,,,,
67619,72888,,,,
67620,72848,,,,
67618,72845,,,,
67604,72829,,,,
67595,72829,,,,
67600,72786,,,,
67581,72770,,,,
67582,72759,,,,
67572,72762,,,,
67565,72753,,,,
67576,72750,,,,
67556,72710,,,,
67550,72731,,,,
67563,72721,,,,
67568,72703,,,,
67560,72702,,,,
67546,72725,,,,
67542,72715,,,,
67529,72705,,,,
67524,72715,,,,
67543,72702,,,,
67549,72725,,,,
67582,72713,,,,
67565,72720,,,,
67559,72722,,,,
67570,72701,,,,
67560,72710,,,,
67564,72688,,,,
67570,72682,,,,
67559,72698,,,,
67573,72688,,,,
67553,72671,,,,
67557,72690,,,,
67560,72688,,,,
67565,72693,,,,
67547,72686,,,,
67550,72698,,,,
67550,72703,,,,
67551,72685,,,,
67548,72702,,,,
67536,72714,,,,
67549,72701,,,,
67535,72715,,,,
67545,72699,,,,
67560,72730,,,,
67554,72716,,,,
67574,72706,,,,
67565,72691,,,,
67557,72698,,,,
67566,72695,,,,
67573,72699,,,,
67553,72715,,,,
67557,72707,,,,
67556,72713,,,,
67571,72695,,,,
67561,72691,,,,
67556,72709,,,,
67562,72696,,,,
67544,72714,,,,
67548,72718,,,,
67556,72695,,,,
67559,72718,,,,
67553,72704,,,,
67553,72731,,,,
67552,72704,,,,
67552,72723,,,,
67547,72740,,,,
67553,72721,,,,
67576,72718,,,,
67566,72747,,,,
67561,72743,,,,
67584,72739,,,,
67555,72721,,,,
67576,72729,,,,
67586,72711,,,,
67583,72712,,,,
67561,72728,,,,
67569,72716,,,,
67561,72727,,,,
67581,72705,,,,
67565,72712,,,,
67578,72723,,,,
67558,72725,,,,
67565,72729,,,,
67565,72733,,,,
67544,72741,,,,
67576,72767,,,,
67559,72725,,,,
67558,72749,,,,
67571,72764,,,,
67580,72752,,,,
67573,72754,,,,
67569,72765,,,,
67576,72745,,,,
67586,72753,,,,
67589,72749,,,,
67582,72749,,,,
67595,72732,,,,
67585,72751,,,,
67574,72737,,,,
67574,72762,,,,
67567,72738,,,,
67567,72770,,,,
67581,72756,,,,
67560,72759,,,,
67555,72762,,,,
67577,72753,,,,
67575,72764,,,,
67576,72766,,,,
67562,72791,,,,
67568,72778,,,,
67560,72772,,,,
67573,72760,,,,
67577,72764,,,,
67593,72745,,,,
67599,72766,,,,
67576,72744,,,,
67592,72753,,,,
67578,72754,,,,
67579,72743,,,,
67581,72751,,,,
67574,72746,,,,
67559,72752,,,,
67572,72746,,,,
67574,72750,,,,
67582,72764,,,,
67556,72749,,,,
67568,72769,,,,
67579,72765,,,,
67563,72779,,,,
67589,72790,,,,
67587,72774,,,,
67584,72776,,,,
67602,72778,,,,
67587,72779,,,,
67598,72777,,,,
67586,72777,,,,
67586,72761,,,,
67600,72763,,,,
67604,72764,,,,
67579,72777,,,,
67575,72762,,,,
67578,72754,,,,
67568,72750,,,,
67563,72764,,,,
67580,72755,,,,
67554,72765,,,,
67569,72748,,,,
67597,72783,,,,
67571,72786,,,,
67582,72784,,,,
67561,72783,,,,
67575,72806,,,,
67586,72801,,,,
67575,72810,,,,
67626,72780,,,,
67602,72802,,,,
67591,72804,,,,
67584,72776,,,,
67603,72795,,,,
67599,72793,,,,
67585,72776,,,,
67570,72813,,,,
67588,72781,,,,
67589,72788,,,,
67579,72788,,,,
67571,72802,,,,
67591,72809,,,,
67573,72796,,,,
67588,72789,,,,
67584,72803,,,,
67575,72827,,,,
67570,72816,,,,
67572,72813,,,,
67579,72815,,,,
67578,72827,,,,
67568,72831,,,,
67585,72819,,,,
67607,72817,,,,
67605,72811,,,,
67605,72812,,,,
67560,72828,,,,
67581,72813,,,,
67589,72824,,,,
67585,72831,,,,
67596,72823,,,,
67569,72803,,,,
67586,72830,,,,
67614,72816,,,,
67595,72809,,,,
67604,72826,,,,
67599,72839,,,,
67608,72856,,,,
67575,72848,,,,
67581,72849,,,,
67589,72852,,,,
67590,72882,,,,
67604,72866,,,,
67601,72876,,,,
67609,72863,,,,
67608,72863,,,,
67612,72865,,,,
67616,72859,,,,
67621,72853,,,,
67611,72860,,,,
67594,72851,,,,
67600,72857,,,,
67587,72848,,,,
67606,72865,,,,
67613,72861,,,,
67603,72848,,,,
67614,72864,,,,
67596,72872,,,,
67599,72888,,,,
67593,72880,,,,
67593,72892,,,,
67593,72895,,,,
67599,72902,,,,
67604,72892,,,,
67599,72893,,,,
67618,72907,,,,
67631,72872,,,,
67634,72891,,,,
67639,72901,,,,
67615,72903,,,,
67621,72894,,,,
67621,72873,,,,
67622,72891,,,,
67612,72890,,,,
67609,72884,,,,
67616,72909,,,,
67611,72898,,,,
67616,72907,,,,
67620,72899,,,,
67619,72894,,,,
67617,72923,,,,
67613,72905,,,,
67624,72923,,,,
67599,72915,,,,
67603,72922,,,,
67635,72930,,,,
67618,72927,,,,
67627,72922,,,,
67639,72913,,,,
67633,72929,,,,
67631,72923,,,,
67631,72906,,,,
67634,72924,,,,
67625,72928,,,,
67612,72932,,,,
67638,72918,,,,
67613,72920,,,,
67608,72906,,,,
67623,72913,,,,
67620,72921,,,,
67604,72922,,,,
67602,72934,,,,
67608,72925,,,,
67629,72913,,,,
67606,72932,,,,
67609,72948,,,,
67618,72945,,,,
67625,72957,,,,
67625,72945,,,,
67623,72938,,,,
67614,72948,,,,
67632,72912,,,,
67650,72948,,,,
67639,72939,,,,
67647,72938,,,,
67618,72935,,,,
67625,72935,,,,
67628,72929,,,,
67628,72933,,,,
67616,72944,,,,
67643,72920,,,,
67623,72928,,,,
67633,72927,,,,
67615,72959,,,,
67608,72969,,,,
67627,72934,,,,
67622,72956,,,,
67628,72962,,,,
67633,72950,,,,
67627,72960,,,,
67648,72977,,,,
67626,72967,,,,
67630,72968,,,,
67618,72983,,,,
67644,72972,,,,
67634,72970,,,,
67651,72961,,,,
67638,72955,,,,
67633,72943,,,,
67636,72972,,,,
67634,72949,,,,
67655,72959,,,,
67644,72956,,,,
67635,72951,,,,
67639,72968,,,,
67631,72966,,,,
67628,72965,,,,
67634,72965,,,,
67602,72987,,,,
67609,72970,,,,
67633,72983,,,,
67623,72973,,,,
67635,72992,,,,
67628,73016,,,,
67635,72997,,,,
67651,72982,,,,
67643,72988,,,,
67650,72961,,,,
67657,72977,,,,
67639,72966,,,,
67628,72978,,,,
67655,72969,,,,
67625,72952,,,,
67627,72951,,,,
67639,72983,,,,
67632,72966,,,,
67624,72960,,,,
67628,72979,,,,
67652,72973,,,,
67625,72985,,,,
67637,72973,,,,
67631,72978,,,,
67623,72953,,,,
67646,72936,,,,
67625,72924,,,,
67639,72929,,,,
67601,72914,,,,
67626,72908,,,,
67623,72899,,,,
67607,72904,,,,
67589,72887,,,,
67581,72868,,,,
67591,72862,,,,
67587,72842,,,,
67575,72832,,,,
67560,72841,,,,
67572,72824,,,,
67567,72809,,,,
67549,72796,,,,
67541,72793,,,,
67559,72789,,,,
67560,72784,,,,
67553,72781,,,,
67559,72758,,,,
67563,72747,,,,
67569,72730,,,,
67547,72743,,,,
67556,72712,,,,
67545,72735,,,,
67538,72720,,,,
67539,72722,,,,
67516,72727,,,,
67536,72717,,,,
67511,72728,,,,
67534,72707,,,,
67523,72693,,,,
67543,72690,,,,
67528,72706,,,,
67533,72713,,,,
67538,72714,,,,
67548,72711,,,,
67523,72752,,,,
67532,72725,,,,
67548,72722,,,,
67555,72735,,,,
67545,72711,,,,
67551,72717,,,,
67541,72713,,,,
67546,72710,,,,
67568,72706,,,,
67548,72716,,,,
67543,72713,,,,
67544,72710,,,,
67512,72706,,,,
67535,72710,,,,
67538,72690,,,,
67543,72712,,,,
67537,72707,,,,
67520,72718,,,,
67535,72704,,,,
67518,72713,,,,
67511,72727,,,,
67556,72726,,,,
67522,72736,,,,
67545,72735,,,,
67525,72740,,,,
67533,72720,,,,
67542,72720,,,,
67529,72728,,,,
67558,72727,,,,
67543,72725,,,,
67555,72735,,,,
67525,72735,,,,
67533,72717,,,,
67521,72699,,,,
67540,72705,,,,
67527,72704,,,,
67534,72711,,,,
67532,72721,,,,
67539,72730,,,,
67529,72718,,,,
67538,72740,,,,
67544,72738,,,,
67543,72733,,,,
67543,72714,,,,
67546,72728,,,,
67534,72738,,,,
67560,72717,,,,
67552,72746,,,,
67550,72720,,,,
67537,72718,,,,
67557,72720,,,,
67530,72734,,,,
67529,72732,,,,
67540,72721,,,,
67538,72732,,,,
67539,72723,,,,
67531,72736,,,,
67532,72725,,,,
67539,72733,,,,
67532,72757,,,,
67534,72745,,,,
67522,72765,,,,
67544,72757,,,,
67535,72763,,,,
67538,72756,,,,
67540,72753,,,,
67546,72747,,,,
67541,72731,,,,
67561,72742,,,,
67539,72759,,,,
67537,72761,,,,
67533,72740,,,,
67563,72759,,,,
67534,72759,,,,
67542,72758,,,,
67551,72743,,,,
67540,72749,,,,
67569,72764,,,,
67563,72775,,,,
67549,72770,,,,
67561,72765,,,,
67541,72775,,,,
67551,72776,,,,
67553,72799,,,,
67564,72786,,,,
67542,72797,,,,
67556,72792,,,,
67549,72792,,,,
67552,72775,,,,
67580,72778,,,,
67579,72748,,,,
67562,72775,,,,
67567,72772,,,,
67552,72760,,,,
67546,72765,,,,
67569,72770,,,,
67559,72759,,,,
67544,72775,,,,
67545,72762,,,,
67542,72773,,,,
67551,72760,,,,
67534,72760,,,,
67539,72769,,,,
67533,72795,,,,
67544,72788,,,,
67549,72809,,,,
67557,72806,,,,
67556,72784,,,,
67564,72782,,,,
67580,72765,,,,
67559,72776,,,,
67566,72782,,,,
67564,72774,,,,
67560,72783,,,,
67559,72776,,,,
67551,72781,,,,
67562,72787,,,,
67563,72775,,,,
67573,72784,,,,
67546,72781,,,,
67552,72787,,,,
67554,72779,,,,
67564,72806,,,,
67551,72811,,,,
67563,72799,,,,
67562,72825,,,,
67568,72814,,,,
67560,72826,,,,
67557,72815,,,,
67570,72811,,,,
67575,72819,,,,
67581,72822,,,,
67575,72812,,,,
67573,72820,,,,
67576,72827,,,,
67577,72825,,,,
67566,72838,,,,
67567,72819,,,,
67574,72812,,,,
67567,72805,,,,
67555,72828,,,,
67572,72822,,,,
67561,72818,,,,
67550,72826,,,,
67581,72838,,,,
67572,72844,,,,
67572,72847,,,,
67549,72855,,,,
67582,72863,,,,
67580,72873,,,,
67581,72874,,,,
67578,72850,,,,
67574,72855,,,,
67587,72834,,,,
67578,72844,,,,
67580,72837,,,,
67570,72842,,,,
67590,72865,,,,
67578,72840,,,,
67574,72833,,,,
67575,72843,,,,
67576,72835,,,,
67590,72830,,,,
67574,72834,,,,
67568,72827,,,,
67567,72850,,,,
67573,72855,,,,
67575,72899,,,,
67575,72887,,,,
67583,72889,,,,
67580,72901,,,,
67587,72888,,,,
67598,72877,,,,
67590,72872,,,,
67590,72902,,,,
67584,72870,,,,
67597,72865,,,,
67605,72886,,,,
67584,72883,,,,
67585,72877,,,,
67570,72877,,,,
67560,72869,,,,
67578,72886,,,,
67606,72880,,,,
67571,72866,,,,
67569,72896,,,,
67568,72901,,,,
67587,72909,,,,
67587,72890,,,,
67589,72934,,,,
67597,72912,,,,
67598,72912,,,,
67591,72905,,,,
67606,72890,,,,
67622,72905,,,,
67615,72912,,,,
67615,72917,,,,
67615,72908,,,,
67611,72921,,,,
67603,72908,,,,
67594,72919,,,,
67597,72913,,,,
67586,72908,,,,
67597,72904,,,,
67617,72909,,,,
67581,72921,,,,
67592,72909,,,,
67587,72930,,,,
67575,72920,,,,
67593,72925,,,,
67598,72932,,,,
67589,72954,,,,
67597,72934,,,,
67599,72929,,,,
67609,72946,,,,
67591,72945,,,,
67612,72934,,,,
67603,72915,,,,
67621,72929,,,,
67603,72936,,,,
67607,72933,,,,
67612,72928,,,,
67587,72923,,,,
67592,72954,,,,
67584,72931,,,,
67596,72925,,,,
67603,72912,,,,
67592,72949,,,,
67600,72939,,,,
67603,72959,,,,
67586,72961,,,,
67598,72954,,,,
67579,72942,,,,
67591,72965,,,,
67579,72971,,,,
67629,72987,,,,
67603,72942,,,,
67612,72950,,,,
67632,72945,,,,
67635,72967,,,,
67636,72966,,,,
67613,72970,,,,
67602,72942,,,,
67606,72968,,,,
67605,72961,,,,
67608,72949,,,,
67599,72946,,,,
67605,72961,,,,
67615,72942,,,,
67613,72975,,,,
67596,72961,,,,
67601,72971,,,,
67611,72974,,,,
67624,72966,,,,
67610,72980,,,,
67620,72992,,,,
67602,73001,,,,
67618,72997,,,,
67619,72992,,,,
67619,72987,,,,
67624,72960,,,,
67637,72964,,,,
67597,72982,,,,
67629,72973,,,,
67606,72977,,,,
67602,72972,,,,
67607,72974,,,,
67619,72979,,,,
67606,72984,,,,
67604,72989,,,,
67608,72995,,,,
67610,73003,,,,
67617,73012,,,,
67629,73009,,,,
67617,73002,,,,
67625,73026,,,,
67627,73012,,,,
67617,72999,,,,
67630,72991,,,,
67633,72986,,,,
67638,72987,,,,
67631,72993,,,,
67618,72999,,,,
67616,73003,,,,
67610,72988,,,,
67621,72994,,,,
67621,73000,,,,
67608,73010,,,,
67617,72983,,,,
67604,73005,,,,
67627,73011,,,,
67611,73006,,,,
67609,73009,,,,
67614,73001,,,,
67614,73000,,,,
67646,72991,,,,
67606,73004,,,,
67641,72983,,,,
67636,72986,,,,
67590,72987,,,,
67635,72989,,,,
67606,72968,,,,
67607,72985,,,,
67598,72987,,,,
67602,72953,,,,
67595,72956,,,,
67592,72942,,,,
67592,72944,,,,
67589,72949,,,,
67572,72941,,,,
67601,72936,,,,
67568,72926,,,,
67572,72918,,,,
67572,72919,,,,
67561,72900,,,,
67566,72882,,,,
67572,72860,,,,
67577,72865,,,,
67551,72835,,,,
67547,72821,,,,
67553,72821,,,,
67543,72827,,,,
67526,72793,,,,
67545,72783,,,,
67523,72777,,,,
67512,72742,,,,
67506,72747,,,,
67502,72751,,,,
67496,72747,,,,
67501,72730,,,,
67504,72742,,,,
67491,72746,,,,
67508,72742,,,,
67501,72755,,,,
67502,72750,,,,
67526,72732,,,,
67504,72737,,,,
67513,72725,,,,
67507,72739,,,,
67504,72718,,,,
67508,72715,,,,
67520,72721,,,,
67506,72700,,,,
67493,72709,,,,
67495,72697,,,,
67503,72696,,,,
67479,72694,,,,
67494,72711,,,,
67484,72697,,,,
67515,72716,,,,
67493,72731,,,,
67488,72714,,,,
67472,72730,,,,
67485,72741,,,,
67487,72732,,,,
67500,72730,,,,
67507,72750,,,,
67511,72726,,,,
67518,72729,,,,
67521,72686,,,,
67513,72726,,,,
67509,72706,,,,
67513,72712,,,,
67489,72732,,,,
67505,72720,,,,
67478,72724,,,,
67494,72712,,,,
67502,72694,,,,
67510,72719,,,,
67501,72711,,,,
67488,72684,,,,
67504,72723,,,,
67490,72722,,,,
67498,72733,,,,
67499,72720,,,,
67502,72722,,,,
67474,72717,,,,
67495,72744,,,,
67490,72715,,,,
67503,72714,,,,
67510,72744,,,,
67493,72718,,,,
67502,72718,,,,
67533,72720,,,,
67524,72715,,,,
67533,72716,,,,
67510,72716,,,,
67517,72722,,,,
67518,72726,,,,
67500,72721,,,,
67493,72725,,,,
67512,72710,,,,
67499,72709,,,,
67510,72707,,,,
67509,72725,,,,
67524,72715,,,,
67511,72727,,,,
67500,72731,,,,
67481,72735,,,,
67495,72739,,,,
67491,72749,,,,
